"","Season","Player","Team","Pos","name"
"1065",2016,"Braedon Bowman","NYJ","TE","B.Bowman"
"1066",2016,"Brandin Bryant","NYJ","DT","B.Bryant"
"1067",2016,"Brandon Bostick","NYJ","TE","B.Bostick"
"1068",2016,"Brandon Burks","NYJ","RB","B.Burks"
"1069",2016,"Brandon Marshall","NYJ","WR","B.Marshall"
"1070",2016,"Brandon Wilds","NYJ","RB","B.Wilds"
"1071",2016,"Bruce Carter","NYJ","OLB","B.Carter"
"1072",2016,"Bryce Petty","NYJ","QB","B.Petty"
"1073",2016,"Bryson Keeton","NYJ","DB","B.Keeton"
"1074",2016,"Buster Skrine","NYJ","CB","B.Skrine"
"1075",2016,"C.J. Spiller","NYJ","RB","C.Spiller"
"1076",2016,"Calvin Pryor","NYJ","SS","C.Pryor"
"1077",2016,"Charone Peake","NYJ","WR","C.Peake"
"1078",2016,"Corey Lemonier","NYJ","OLB","C.Lemonier"
"1079",2016,"Darrelle Revis","NYJ","CB","D.Revis"
"1080",2016,"Darron Lee","NYJ","ILB","D.Lee"
"1081",2016,"Darryl Roberts","NYJ","CB","D.Roberts"
"1082",2016,"David Harris","NYJ","MLB","D.Harris"
"1083",2016,"Deon Simon","NYJ","DT","D.Simon"
"1084",2016,"Devin Smith","NYJ","WR","D.Smith"
"1085",2016,"Dexter McDougle","NYJ","CB","D.McDougle"
"1086",2016,"Doug Middleton","NYJ","DB","D.Middleton"
"1087",2016,"Eric Decker","NYJ","WR","E.Decker"
"1088",2016,"Erin Henderson","NYJ","OLB","E.Henderson"
"1089",2016,"Freddie Bishop","NYJ","OLB","F.Bishop"
"1090",2016,"Geno Smith","NYJ","QB","G.Smith"
"1091",2016,"Jalin Marshall","NYJ","WR","J.Marshall"
"1092",2016,"Jordan Jenkins","NYJ","OLB","J.Jenkins"
"1093",2016,"Josh Martin","NYJ","LB","J.Martin"
"1094",2016,"Julian Stanford","NYJ","ILB","J.Stanford"
"1095",2016,"Juston Burris","NYJ","CB","J.Burris"
"1096",2016,"Kellen Davis","NYJ","TE","K.Davis"
"1097",2016,"Khiry Robinson","NYJ","RB","K.Robinson"
"1098",2016,"Lac Edwards","NYJ","P","L.Edwards"
"1099",2016,"Lawrence Thomas","NYJ","DE","L.Thomas"
"1100",2016,"Leonard Williams","NYJ","NT","L.Williams"
"1101",2016,"Lorenzo Mauldin","NYJ","OLB","L.Mauldin"
"1102",2016,"Marcus Gilchrist","NYJ","FS","M.Gilchrist"
"1103",2016,"Marcus Williams","NYJ","CB","M.Williams"
"1104",2016,"Matt Forte","NYJ","RB","M.Forte"
"1105",2016,"Mike Catapano","NYJ","OLB","M.Catapano"
"1106",2016,"Muhammad Wilkerson","NYJ","DE","M.Wilkerson"
"1107",2016,"Nick Folk","NYJ","K","N.Folk"
"1108",2016,"Nick Marshall","NYJ","CB","N.Marshall"
"1109",2016,"Quincy Enunwa","NYJ","WR","Q.Enunwa"
"1110",2016,"Randell Johnson","NYJ","OLB","R.Johnson"
"1111",2016,"Robby Anderson","NYJ","WR","R.Anderson"
"1112",2016,"Ronald Martin","NYJ","SS","R.Martin"
"1113",2016,"Rontez Miles","NYJ","FS","R.Miles"
"1114",2016,"Ryan Fitzpatrick","NYJ","QB","R.Fitzpatrick"
"1115",2016,"Sheldon Richardson","NYJ","DE","S.Richardson"
"1116",2016,"Steve McLendon","NYJ","DT","S.McLendon"
"1117",2016,"Taiwan Jones","NYJ","LB","T.Jones"
"1118",2016,"Amari Cooper","OAK","WR","A.Cooper"
"1119",2016,"Andre Holmes","OAK","WR","A.Holmes"
"1120",2016,"Antonio Hamilton","OAK","DB","A.Hamilton"
"1121",2016,"Ben Heeney","OAK","MLB","B.Heeney"
"1122",2016,"Branden Jackson","OAK","DE","B.Jackson"
"1123",2016,"Bruce Irvin","OAK","OLB","B.Irvin"
"1124",2016,"Brynden Trawick","OAK","DB","B.Trawick"
"1125",2016,"Clive Walford","OAK","TE","C.Walford"
"1126",2016,"Connor Cook","OAK","QB","C.Cook"
"1127",2016,"Cory James","OAK","MLB","C.James"
"1128",2016,"D.J. Hayden","OAK","CB","D.Hayden"
"1129",2016,"Dan Williams","OAK","DT","D.Williams"
"1130",2016,"Daren Bates","OAK","LB","D.Bates"
"1131",2016,"Darius Latham","OAK","DT","D.Latham"
"1132",2016,"David Amerson","OAK","CB","D.Amerson"
"1133",2016,"DeAndre Washington","OAK","RB","D.Washington"
"1134",2016,"Denico Autry","OAK","DE","D.Autry"
"1135",2016,"Derek Carr","OAK","QB","D.Carr"
"1136",2016,"Dexter McDonald","OAK","CB","D.McDonald"
"1137",2016,"Jalen Richard","OAK","RB","J.Richard"
"1138",2016,"James Cowser","OAK","DE","J.Cowser"
"1139",2016,"Jamize Olawale","OAK","FB","J.Olawale"
"1140",2016,"Jihad Ward","OAK","DE","J.Ward"
"1141",2016,"Johnny Holton","OAK","WR","J.Holton"
"1142",2016,"Justin Ellis","OAK","DT","J.Ellis"
"1143",2016,"Karl Joseph","OAK","SS","K.Joseph"
"1144",2016,"Keith McGill","OAK","SS","K.McGill"
"1145",2016,"Khalil Mack","OAK","DE","K.Mack"
"1146",2016,"Latavius Murray","OAK","RB","L.Murray"
"1147",2016,"Lee Smith","OAK","TE","L.Smith"
"1148",2016,"Malcolm Smith","OAK","OLB","M.Smith"
"1149",2016,"Mario Edwards","OAK","DE","M.Edwards"
"1150",2016,"Marquette King","OAK","P","M.King"
"1151",2016,"Matt McGloin","OAK","QB","M.McGloin"
"1152",2016,"Michael Crabtree","OAK","WR","M.Crabtree"
"1153",2016,"Mychal Rivera","OAK","TE","M.Rivera"
"1154",2016,"Nate Allen","OAK","SS","N.Allen"
"1155",2016,"Perry Riley","OAK","MLB","P.Riley"
"1156",2016,"Reggie Nelson","OAK","FS","R.Nelson"
"1157",2016,"Sean Smith","OAK","CB","S.Smith"
"1158",2016,"Sebastian Janikowski","OAK","K","S.Janikowski"
"1159",2016,"Seth Roberts","OAK","WR","S.Roberts"
"1160",2016,"Shilique Calhoun","OAK","LB","S.Calhoun"
"1161",2016,"Stacy McGee","OAK","DT","S.McGee"
"1162",2016,"T.J. Carrie","OAK","SS","T.Carrie"
"1163",2016,"Taiwan Jones","OAK","RB","T.Jones"
"1164",2016,"Tyrell Adams","OAK","LB","T.Adams"
"1165",2016,"Aaron Grymes","PHI","DB","A.Grymes"
"1166",2016,"Beau Allen","PHI","DT","B.Allen"
"1167",2016,"Bennie Logan","PHI","DT","B.Logan"
"1168",2016,"Brandon Graham","PHI","DE","B.Graham"
"1169",2016,"Brent Celek","PHI","TE","B.Celek"
"1170",2016,"Bryan Braman","PHI","DE","B.Braman"
"1171",2016,"Bryce Treggs","PHI","WR","B.Treggs"
"1172",2016,"Byron Marshall","PHI","WR","B.Marshall"
"1173",2016,"C.J. Smith","PHI","CB","C.Smith"
"1174",2016,"Caleb Sturgis","PHI","K","C.Sturgis"
"1175",2016,"Carson Wentz","PHI","QB","C.Wentz"
"1176",2016,"Chase Daniel","PHI","QB","C.Daniel"
"1177",2016,"Chris Maragos","PHI","FS","C.Maragos"
"1178",2016,"Connor Barwin","PHI","DE","C.Barwin"
"1179",2016,"Darren Sproles","PHI","RB","D.Sproles"
"1180",2016,"Destiny Vaeao","PHI","DT","D.Vaeao"
"1181",2016,"Donnie Jones","PHI","P","D.Jones"
"1182",2016,"Dorial Green-Beckham","PHI","WR","D.Green-Beckham"
"1183",2016,"Dwayne Gratz","PHI","CB","D.Gratz"
"1184",2016,"Fletcher Cox","PHI","DT","F.Cox"
"1185",2016,"Jalen Mills","PHI","CB","J.Mills"
"1186",2016,"Jaylen Watkins","PHI","DB","J.Watkins"
"1187",2016,"Jordan Hicks","PHI","MLB","J.Hicks"
"1188",2016,"Jordan Matthews","PHI","WR","J.Matthews"
"1189",2016,"Kamu Grugier-Hill","PHI","OLB","K.Grugier-Hill"
"1190",2016,"Kenjon Barner","PHI","RB","K.Barner"
"1191",2016,"Leodis McKelvin","PHI","CB","L.McKelvin"
"1192",2016,"Malcolm Jenkins","PHI","SS","M.Jenkins"
"1193",2016,"Marcus Smith","PHI","DE","M.Smith"
"1194",2016,"Mychal Kendricks","PHI","OLB","M.Kendricks"
"1195",2016,"Najee Goode","PHI","LB","N.Goode"
"1196",2016,"Nelson Agholor","PHI","WR","N.Agholor"
"1197",2016,"Nigel Bradham","PHI","OLB","N.Bradham"
"1198",2016,"Nolan Carroll","PHI","CB","N.Carroll"
"1199",2016,"Paul Turner","PHI","WR","P.Turner"
"1200",2016,"Rodney McLeod","PHI","FS","R.McLeod"
"1201",2016,"Ron Brooks","PHI","CB","R.Brooks"
"1202",2016,"Ryan Mathews","PHI","RB","R.Mathews"
"1203",2016,"Stephen Tulloch","PHI","OLB","S.Tulloch"
"1204",2016,"Steven Means","PHI","DE","S.Means"
"1205",2016,"Taylor Hart","PHI","DE","T.Hart"
"1206",2016,"Terrell Watson","PHI","RB","T.Watson"
"1207",2016,"Terrence Brooks","PHI","DB","T.Brooks"
"1208",2016,"Trey Burton","PHI","TE","T.Burton"
"1209",2016,"Vinny Curry","PHI","DE","V.Curry"
"1210",2016,"Wendell Smallwood","PHI","RB","W.Smallwood"
"1211",2016,"Zach Ertz","PHI","TE","Z.Ertz"
"1212",2016,"Al-Hajj Shabazz","PIT","DB","A.Shabazz"
"1213",2016,"Anthony Chickillo","PIT","OLB","A.Chickillo"
"1214",2016,"Antonio Brown","PIT","WR","A.Brown"
"1215",2016,"Arthur Moats","PIT","OLB","A.Moats"
"1216",2016,"Artie Burns","PIT","CB","A.Burns"
"1217",2016,"Ben Roethlisberger","PIT","QB","B.Roethlisberger"
"1218",2016,"Bud Dupree","PIT","OLB","B.Dupree"
"1219",2016,"Cameron Heyward","PIT","DE","C.Heyward"
"1220",2016,"Chris Boswell","PIT","K","C.Boswell"
"1221",2016,"Cobi Hamilton","PIT","WR","C.Hamilton"
"1222",2016,"Dan McCullers","PIT","NT","D.McCullers"
"1223",2016,"Darrius Heyward-Bey","PIT","WR","D.Heyward-Bey"
"1224",2016,"David Johnson","PIT","TE","D.Johnson"
"1225",2016,"DeAngelo Williams","PIT","RB","D.Williams"
"1226",2016,"DeMarcus Ayers","PIT","WR","D.Ayers"
"1227",2016,"Eli Rogers","PIT","WR","E.Rogers"
"1228",2016,"Fitzgerald Toussaint","PIT","RB","F.Toussaint"
"1229",2016,"James Harrison","PIT","OLB","J.Harrison"
"1230",2016,"Jarvis Jones","PIT","OLB","J.Jones"
"1231",2016,"Javon Hargrave","PIT","NT","J.Hargrave"
"1232",2016,"Jesse James","PIT","TE","J.James"
"1233",2016,"Johnny Maxey","PIT","DT","J.Maxey"
"1234",2016,"Jordan Berry","PIT","P","J.Berry"
"1235",2016,"Jordan Dangerfield","PIT","SS","J.Dangerfield"
"1236",2016,"Justin Gilbert","PIT","DB","J.Gilbert"
"1237",2016,"L.J. Fort","PIT","LB","L.Fort"
"1238",2016,"L.T. Walton","PIT","DE","L.Walton"
"1239",2016,"Ladarius Green","PIT","TE","L.Green"
"1240",2016,"Landry Jones","PIT","QB","L.Jones"
"1241",2016,"Lawrence Timmons","PIT","ILB","L.Timmons"
"1242",2016,"Le'Veon Bell","PIT","RB","L.Bell"
"1243",2016,"Markus Wheaton","PIT","WR","M.Wheaton"
"1244",2016,"Mike Mitchell","PIT","FS","M.Mitchell"
"1245",2016,"Ricardo Mathews","PIT","DE","R.Mathews"
"1246",2016,"Robert Golden","PIT","SS","R.Golden"
"1247",2016,"Ross Cockrell","PIT","CB","R.Cockrell"
"1248",2016,"Ryan Shazier","PIT","ILB","R.Shazier"
"1249",2016,"Sammie Coates","PIT","WR","S.Coates"
"1250",2016,"Sean Davis","PIT","SS","S.Davis"
"1251",2016,"Senquez Golson","PIT","CB","S.Golson"
"1252",2016,"Shamarko Thomas","PIT","SS","S.Thomas"
"1253",2016,"Stephon Tuitt","PIT","DE","S.Tuitt"
"1254",2016,"Steven Johnson","PIT","LB","S.Johnson"
"1255",2016,"Tyler Matakevich","PIT","OLB","T.Matakevich"
"1256",2016,"Vince Williams","PIT","ILB","V.Williams"
"1257",2016,"William Gay","PIT","CB","W.Gay"
"1258",2016,"Xavier Grimble","PIT","TE","X.Grimble"
"1259",2016,"Adrian Phillips","SD","SS","A.Phillips"
"1260",2016,"Andre Williams","SD","RB","A.Williams"
"1261",2016,"Antonio Gates","SD","TE","A.Gates"
"1262",2016,"Brandon Flowers","SD","CB","B.Flowers"
"1263",2016,"Brandon Mebane","SD","NT","B.Mebane"
"1264",2016,"Caraun Reid","SD","DT","C.Reid"
"1265",2016,"Carlos Fields","SD","LB","C.Fields"
"1266",2016,"Casey Hayward","SD","CB","C.Hayward"
"1267",2016,"Chris Landrum","SD","LB","C.Landrum"
"1268",2016,"Corey Liuget","SD","DE","C.Liuget"
"1269",2016,"Craig Mager","SD","CB","C.Mager"
"1270",2016,"Damion Square","SD","NT","D.Square"
"1271",2016,"Danny Woodhead","SD","RB","D.Woodhead"
"1272",2016,"Darius Philon","SD","DE","D.Philon"
"1273",2016,"Darrell Stuckey","SD","DB","D.Stuckey"
"1274",2016,"Denzel Perryman","SD","ILB","D.Perryman"
"1275",2016,"Derek Watt","SD","FB","D.Watt"
"1276",2016,"Dexter McCluster","SD","WR","D.McCluster"
"1277",2016,"Dexter McCoil","SD","SS","D.McCoil"
"1278",2016,"Dontrelle Inman","SD","WR","D.Inman"
"1279",2016,"Drew Kaser","SD","P","D.Kaser"
"1280",2016,"Dwight Lowery","SD","FS","D.Lowery"
"1281",2016,"Geremy Davis","SD","WR","G.Davis"
"1282",2016,"Hunter Henry","SD","TE","H.Henry"
"1283",2016,"Isaiah Burse","SD","WR","I.Burse"
"1284",2016,"Jahleel Addae","SD","SS","J.Addae"
"1285",2016,"Jason Verrett","SD","CB","J.Verrett"
"1286",2016,"Jatavis Brown","SD","ILB","J.Brown"
"1287",2016,"Jeremiah Attaochu","SD","OLB","J.Attaochu"
"1288",2016,"Jeremy Butler","SD","WR","J.Butler"
"1289",2016,"Joey Bosa","SD","DE","J.Bosa"
"1290",2016,"Josh Lambo","SD","K","J.Lambo"
"1291",2016,"Joshua Perry","SD","ILB","J.Perry"
"1292",2016,"Kaleb Eulls","SD","DT","K.Eulls"
"1293",2016,"Keenan Allen","SD","WR","K.Allen"
"1294",2016,"Kellen Clemens","SD","QB","K.Clemens"
"1295",2016,"Kenneth Farrow","SD","RB","K.Farrow"
"1296",2016,"Korey Toomer","SD","ILB","K.Toomer"
"1297",2016,"Kyle Emanuel","SD","OLB","K.Emanuel"
"1298",2016,"Manti Te'o","SD","ILB","M.Te'o"
"1299",2016,"Melvin Gordon","SD","RB","M.Gordon"
"1300",2016,"Melvin Ingram","SD","OLB","M.Ingram"
"1301",2016,"Nick Dzubnar","SD","LB","N.Dzubnar"
"1302",2016,"Philip Rivers","SD","QB","P.Rivers"
"1303",2016,"Robert McClain","SD","CB","R.McClain"
"1304",2016,"Ronnie Hillman","SD","RB","R.Hillman"
"1305",2016,"Ryan Carrethers","SD","NT","R.Carrethers"
"1306",2016,"Sean McGrath","SD","TE","S.McGrath"
"1307",2016,"Tenny Palepoi","SD","DE","T.Palepoi"
"1308",2016,"Tourek Williams","SD","OLB","T.Williams"
"1309",2016,"Travis Benjamin","SD","WR","T.Benjamin"
"1310",2016,"Trevor Williams","SD","CB","T.Williams"
"1311",2016,"Trovon Reed","SD","CB","T.Reed"
"1312",2016,"Tyrell Williams","SD","WR","T.Williams"
"1313",2016,"Ahtyba Rubin","SEA","DT","A.Rubin"
"1314",2016,"Alex Collins","SEA","RB","A.Collins"
"1315",2016,"Bobby Wagner","SEA","MLB","B.Wagner"
"1316",2016,"Brandon Williams","SEA","TE","B.Williams"
"1317",2016,"Brock Coyle","SEA","OLB","B.Coyle"
"1318",2016,"C.J. Prosise","SEA","RB","C.Prosise"
"1319",2016,"Cassius Marsh","SEA","OLB","C.Marsh"
"1320",2016,"Cliff Avril","SEA","DE","C.Avril"
"1321",2016,"Damontre Moore","SEA","DE","D.Moore"
"1322",2016,"DeAndre Elliott","SEA","CB","D.Elliott"
"1323",2016,"DeShawn Shead","SEA","CB","D.Shead"
"1324",2016,"Dewey McDonald","SEA","LB","D.McDonald"
"1325",2016,"Doug Baldwin","SEA","WR","D.Baldwin"
"1326",2016,"Earl Thomas","SEA","FS","E.Thomas"
"1327",2016,"Frank Clark","SEA","DE","F.Clark"
"1328",2016,"Garrison Smith","SEA","DT","G.Smith"
"1329",2016,"George Farmer","SEA","RB","G.Farmer"
"1330",2016,"J.D. McKissic","SEA","RB","J.McKissic"
"1331",2016,"Jarran Reed","SEA","DT","J.Reed"
"1332",2016,"Jeremy Lane","SEA","CB","J.Lane"
"1333",2016,"Jermaine Kearse","SEA","WR","J.Kearse"
"1334",2016,"Jeron Johnson","SEA","DB","J.Johnson"
"1335",2016,"Jimmy Graham","SEA","TE","J.Graham"
"1336",2016,"John Jenkins","SEA","DT","J.Jenkins"
"1337",2016,"Jon Ryan","SEA","P","J.Ryan"
"1338",2016,"K.J. Wright","SEA","OLB","K.Wright"
"1339",2016,"Kam Chancellor","SEA","SS","K.Chancellor"
"1340",2016,"Kasen Williams","SEA","WR","K.Williams"
"1341",2016,"Kelcie McCray","SEA","SS","K.McCray"
"1342",2016,"Kevin Pierre-Louis","SEA","OLB","K.Pierre-Louis"
"1343",2016,"Luke Willson","SEA","TE","L.Willson"
"1344",2016,"Marcel Reece","SEA","FB","M.Reece"
"1345",2016,"Michael Bennett","SEA","DE","M.Bennett"
"1346",2016,"Mike Morgan","SEA","OLB","M.Morgan"
"1347",2016,"Neiko Thorpe","SEA","DB","N.Thorpe"
"1348",2016,"Nick Vannett","SEA","TE","N.Vannett"
"1349",2016,"Paul Richardson","SEA","WR","P.Richardson"
"1350",2016,"Quinton Jefferson","SEA","DT","Q.Jefferson"
"1351",2016,"Richard Sherman","SEA","CB","R.Sherman"
"1352",2016,"Ronald Powell","SEA","LB","R.Powell"
"1353",2016,"Russell Wilson","SEA","QB","R.Wilson"
"1354",2016,"Steven Hauschka","SEA","K","S.Hauschka"
"1355",2016,"Steven Terrell","SEA","FS","S.Terrell"
"1356",2016,"Tanner McEvoy","SEA","WR","T.McEvoy"
"1357",2016,"Terrence Magee","SEA","RB","T.Magee"
"1358",2016,"Thomas Rawls","SEA","RB","T.Rawls"
"1359",2016,"Tony McDaniel","SEA","DT","T.McDaniel"
"1360",2016,"Trevone Boykin","SEA","QB","T.Boykin"
"1361",2016,"Troymaine Pope","SEA","RB","T.Pope"
"1362",2016,"Tyler Lockett","SEA","WR","T.Lockett"
"1363",2016,"Tyvis Powell","SEA","FS","T.Powell"
"1364",2016,"Will Tukuafu","SEA","FB","W.Tukuafu"
"1365",2016,"Aaron Burbridge","SF","WR","A.Burbridge"
"1366",2016,"Aaron Lynch","SF","OLB","A.Lynch"
"1367",2016,"Ahmad Brooks","SF","OLB","A.Brooks"
"1368",2016,"Antoine Bethea","SF","SS","A.Bethea"
"1369",2016,"Arik Armstead","SF","DE","A.Armstead"
"1370",2016,"Blaine Gabbert","SF","QB","B.Gabbert"
"1371",2016,"Blake Bell","SF","TE","B.Bell"
"1372",2016,"Bradley Pinion","SF","P","B.Pinion"
"1373",2016,"Carl Bradford","SF","OLB","C.Bradford"
"1374",2016,"Carlos Hyde","SF","RB","C.Hyde"
"1375",2016,"Chris Davis","SF","CB","C.Davis"
"1376",2016,"Chris Harper","SF","WR","C.Harper"
"1377",2016,"Chris Jones","SF","DE","C.Jones"
"1378",2016,"Colin Kaepernick","SF","QB","C.Kaepernick"
"1379",2016,"DeAndre Smelter","SF","WR","D.Smelter"
"1380",2016,"DeForest Buckner","SF","DE","D.Buckner"
"1381",2016,"Dontae Johnson","SF","CB","D.Johnson"
"1382",2016,"DuJuan Harris","SF","RB","D.Harris"
"1383",2016,"Eli Harold","SF","OLB","E.Harold"
"1384",2016,"Eric Reid","SF","FS","E.Reid"
"1385",2016,"Garrett Celek","SF","TE","G.Celek"
"1386",2016,"Gerald Hodges","SF","ILB","G.Hodges"
"1387",2016,"Glenn Dorsey","SF","NT","G.Dorsey"
"1388",2016,"JaCorey Shepherd","SF","CB","J.Shepherd"
"1389",2016,"Jaquiski Tartt","SF","FS","J.Tartt"
"1390",2016,"Je'Ron Hamm","SF","TE","J.Hamm"
"1391",2016,"Jeremy Kerley","SF","WR","J.Kerley"
"1392",2016,"Jimmie Ward","SF","CB","J.Ward"
"1393",2016,"Keith Reaser","SF","CB","K.Reaser"
"1394",2016,"Keshawn Martin","SF","WR","K.Martin"
"1395",2016,"Marcus Ball","SF","DB","M.Ball"
"1396",2016,"Marcus Cromartie","SF","CB","M.Cromartie"
"1397",2016,"Michael Wilhoite","SF","ILB","M.Wilhoite"
"1398",2016,"Mike Davis","SF","RB","M.Davis"
"1399",2016,"Mike Purcell","SF","NT","M.Purcell"
"1400",2016,"NaVorro Bowman","SF","ILB","N.Bowman"
"1401",2016,"Nick Bellore","SF","ILB","N.Bellore"
"1402",2016,"Phil Dawson","SF","K","P.Dawson"
"1403",2016,"Prince Charles Iworah","SF","CB","P.Iworah"
"1404",2016,"Quinton Dial","SF","DE","Q.Dial"
"1405",2016,"Quinton Patton","SF","WR","Q.Patton"
"1406",2016,"Raheem Mostert","SF","RB","R.Mostert"
"1407",2016,"Rashard Robinson","SF","CB","R.Robinson"
"1408",2016,"Ray-Ray Armstrong","SF","OLB","R.Armstrong"
"1409",2016,"Rod Streater","SF","WR","R.Streater"
"1410",2016,"Ronald Blair","SF","DE","R.Blair"
"1411",2016,"Shaun Draughn","SF","RB","S.Draughn"
"1412",2016,"Shayne Skov","SF","ILB","S.Skov"
"1413",2016,"Tank Carradine","SF","LB","T.Carradine"
"1414",2016,"Tony Jerod-Eddie","SF","DE","T.Jerod-Eddie"
"1415",2016,"Torrey Smith","SF","WR","T.Smith"
"1416",2016,"Tramaine Brock","SF","CB","T.Brock"
"1417",2016,"Vance McDonald","SF","TE","V.McDonald"
"1418",2016,"Vinnie Sunseri","SF","DB","V.Sunseri"
"1419",2016,"Wynton McManis","SF","LB","W.McManis"
"1420",2016,"Zach Moore","SF","DE","Z.Moore"
"1421",2016,"Aaron Donald","LA","DT","A.Donald"
"1422",2016,"Alec Ogletree","LA","MLB","A.Ogletree"
"1423",2016,"Benny Cunningham","LA","RB","B.Cunningham"
"1424",2016,"Blake Countess","LA","CB","B.Countess"
"1425",2016,"Bradley Marquez","LA","WR","B.Marquez"
"1426",2016,"Brian Quick","LA","WR","B.Quick"
"1427",2016,"Bryce Hager","LA","ILB","B.Hager"
"1428",2016,"Cam Thomas","LA","DT","C.Thomas"
"1429",2016,"Case Keenum","LA","QB","C.Keenum"
"1430",2016,"Chase Reynolds","LA","RB","C.Reynolds"
"1431",2016,"Cody Davis","LA","FS","C.Davis"
"1432",2016,"Cory Littleton","LA","OLB","C.Littleton"
"1433",2016,"Dominique Easley","LA","DT","D.Easley"
"1434",2016,"E.J. Gaines","LA","CB","E.Gaines"
"1435",2016,"Ethan Westbrooks","LA","DE","E.Westbrooks"
"1436",2016,"Eugene Sims","LA","DE","E.Sims"
"1437",2016,"Greg Zuerlein","LA","K","G.Zuerlein"
"1438",2016,"Isaiah Johnson","LA","SAF","I.Johnson"
"1439",2016,"Jared Goff","LA","QB","J.Goff"
"1440",2016,"Johnny Hekker","LA","P","J.Hekker"
"1441",2016,"Josh Forrest","LA","OLB","J.Forrest"
"1442",2016,"Kenny Britt","LA","WR","K.Britt"
"1443",2016,"Lamarcus Joyner","LA","CB","L.Joyner"
"1444",2016,"Lance Kendricks","LA","TE","L.Kendricks"
"1445",2016,"Malcolm Brown","LA","RB","M.Brown"
"1446",2016,"Mark Barron","LA","OLB","M.Barron"
"1447",2016,"Marqui Christian","LA","DB","M.Christian"
"1448",2016,"Matt Longacre","LA","DE","M.Longacre"
"1449",2016,"Maurice Alexander","LA","FS","M.Alexander"
"1450",2016,"Michael Brockers","LA","DT","M.Brockers"
"1451",2016,"Michael Jordan","LA","DB","M.Jordan"
"1452",2016,"Mike Thomas","LA","WR","M.Thomas"
"1453",2016,"Morgan Fox","LA","DE","M.Fox"
"1454",2016,"Nicholas Grigsby","LA","LB","N.Grigsby"
"1455",2016,"Paul McRoberts","LA","WR","P.McRoberts"
"1456",2016,"Pharoh Cooper","LA","WR","P.Cooper"
"1457",2016,"Robert Quinn","LA","DE","R.Quinn"
"1458",2016,"Sean Mannion","LA","QB","S.Mannion"
"1459",2016,"Steve Williams","LA","DB","S.Williams"
"1460",2016,"T.J. McDonald","LA","SS","T.McDonald"
"1461",2016,"Tavon Austin","LA","WR","T.Austin"
"1462",2016,"Todd Gurley","LA","RB","T.Gurley"
"1463",2016,"Troy Hill","LA","CB","T.Hill"
"1464",2016,"Trumaine Johnson","LA","CB","T.Johnson"
"1465",2016,"Tyler Higbee","LA","TE","T.Higbee"
"1466",2016,"William Hayes","LA","DE","W.Hayes"
"1467",2016,"Adam Humphries","TB","WR","A.Humphries"
"1468",2016,"Adarius Glanton","TB","OLB","A.Glanton"
"1469",2016,"Akeem Spence","TB","DT","A.Spence"
"1470",2016,"Alterraun Verner","TB","CB","A.Verner"
"1471",2016,"Antone Smith","TB","RB","A.Smith"
"1472",2016,"Bradley McDougald","TB","FS","B.McDougald"
"1473",2016,"Brandon Myers","TB","TE","B.Myers"
"1474",2016,"Brent Grimes","TB","CB","B.Grimes"
"1475",2016,"Bryan Anger","TB","P","B.Anger"
"1476",2016,"Cameron Brate","TB","TE","C.Brate"
"1477",2016,"Cameron Lynch","TB","LB","C.Lynch"
"1478",2016,"Cecil Shorts","TB","WR","C.Shorts"
"1479",2016,"Channing Ward","TB","DT","C.Ward"
"1480",2016,"Charles Sims","TB","RB","C.Sims"
"1481",2016,"Chris Conte","TB","SS","C.Conte"
"1482",2016,"Clinton McDonald","TB","DT","C.McDonald"
"1483",2016,"Daryl Smith","TB","OLB","D.Smith"
"1484",2016,"DaVonte Lambert","TB","DE","D.Lambert"
"1485",2016,"Devante Bond","TB","OLB","D.Bond"
"1486",2016,"Doug Martin","TB","RB","D.Martin"
"1487",2016,"Freddie Martino","TB","WR","F.Martino"
"1488",2016,"Gerald McCoy","TB","DT","G.McCoy"
"1489",2016,"Howard Jones","TB","DE","H.Jones"
"1490",2016,"Jacquies Smith","TB","DE","J.Smith"
"1491",2016,"Jacquizz Rodgers","TB","RB","J.Rodgers"
"1492",2016,"Jameis Winston","TB","QB","J.Winston"
"1493",2016,"Javien Elliott","TB","DB","J.Elliott"
"1494",2016,"John Hughes","TB","DE","J.Hughes"
"1495",2016,"Josh Huff","TB","WR","J.Huff"
"1496",2016,"Josh Robinson","TB","DB","J.Robinson"
"1497",2016,"Jude Adjei-Barimah","TB","CB","J.Adjei-Barimah"
"1498",2016,"Keith Tandy","TB","SS","K.Tandy"
"1499",2016,"Kwon Alexander","TB","MLB","K.Alexander"
"1500",2016,"Lavonte David","TB","OLB","L.David"
"1501",2016,"Luke Stocker","TB","TE","L.Stocker"
"1502",2016,"Major Wright","TB","DB","M.Wright"
"1503",2016,"Mike Evans","TB","WR","M.Evans"
"1504",2016,"Mike Glennon","TB","QB","M.Glennon"
"1505",2016,"Noah Spence","TB","DE","N.Spence"
"1506",2016,"Peyton Barber","TB","RB","P.Barber"
"1507",2016,"Robert Ayers","TB","DE","R.Ayers"
"1508",2016,"Roberto Aguayo","TB","K","R.Aguayo"
"1509",2016,"Russell Shepard","TB","WR","R.Shepard"
"1510",2016,"Ryan Russell","TB","DE","R.Russell"
"1511",2016,"Ryan Smith","TB","CB","R.Smith"
"1512",2016,"Sealver Siliga","TB","DT","S.Siliga"
"1513",2016,"Vernon Hargreaves","TB","CB","V.Hargreaves"
